"","date","song","artist","image_url","last_week","weeks_on_chart","weeks_at_1"
"1","2000-01-01","Smooth","Santana Featuring Rob Thomas","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","23","11"
"2","2000-01-08","Smooth","Santana Featuring Rob Thomas","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","24","12"
"3","2000-01-15","What A Girl Wants","Christina Aguilera","https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg","11","8","1"
"4","2000-01-22","What A Girl Wants","Christina Aguilera","https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg","1","9","2"
"5","2000-01-29","I Knew I Loved You","Savage Garden","https://charts-static.billboard.com/img/1999/10/savage-garden-l4s-180x180.jpg","2","15","1"
"6","2000-02-05","I Knew I Loved You","Savage Garden","https://charts-static.billboard.com/img/1999/10/savage-garden-l4s-180x180.jpg","1","16","2"
"7","2000-02-12","I Knew I Loved You","Savage Garden","https://charts-static.billboard.com/img/1999/10/savage-garden-l4s-180x180.jpg","1","17","3"
"8","2000-02-19","Thank God I Found You","Mariah Carey Featuring Joe & 98 Degrees","https://charts-static.billboard.com/img/1990/06/mariah-carey-x65-180x180.jpg","2","11","1"
"9","2000-02-26","I Knew I Loved You","Savage Garden","https://charts-static.billboard.com/img/1999/10/savage-garden-l4s-180x180.jpg","2","19","4"
"10","2000-03-04","Amazed","Lonestar","https://charts-static.billboard.com/img/1999/04/lonestar-2an-106x106.jpg","3","31","1"
"11","2000-03-11","Amazed","Lonestar","https://charts-static.billboard.com/img/1999/04/lonestar-2an-106x106.jpg","1","32","2"
"12","2000-03-18","Say My Name","Destiny's Child","https://charts-static.billboard.com/img/1999/11/destinys-child-xry-saymyname-dvd-180x180.jpg","14","13","1"
"13","2000-03-25","Say My Name","Destiny's Child","https://charts-static.billboard.com/img/1999/11/destinys-child-xry-saymyname-dvd-180x180.jpg","1","14","2"
"14","2000-04-01","Say My Name","Destiny's Child","https://charts-static.billboard.com/img/1999/11/destinys-child-xry-saymyname-dvd-180x180.jpg","1","15","3"
"15","2000-04-08","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","2","9","1"
"16","2000-04-15","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","10","2"
"17","2000-04-22","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","11","3"
"18","2000-04-29","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","12","4"
"19","2000-05-06","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","13","5"
"20","2000-05-13","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","14","6"
"21","2000-05-20","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","15","7"
"22","2000-05-27","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","16","8"
"23","2000-06-03","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","17","9"
"24","2000-06-10","Maria Maria","Santana Featuring The Product G&B","https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg","1","18","10"
"25","2000-06-17","Try Again","Aaliyah","https://charts-static.billboard.com/img/2000/03/aaliyah-dzg-tryagain-gn1-180x180.jpg","6","14","1"
"26","2000-06-24","Be With You","Enrique Iglesias","https://charts-static.billboard.com/img/1995/10/enrique-iglesias-226-180x180.jpg","4","13","1"
"27","2000-07-01","Be With You","Enrique Iglesias","https://charts-static.billboard.com/img/1995/10/enrique-iglesias-226-180x180.jpg","1","14","2"
"28","2000-07-08","Be With You","Enrique Iglesias","https://charts-static.billboard.com/img/1995/10/enrique-iglesias-226-180x180.jpg","1","15","3"
"29","2000-07-15","Everything You Want","Vertical Horizon","https://charts-static.billboard.com/img/1999/11/vertical-horizon-dd0-106x106.jpg","6","26","1"
"30","2000-07-22","Bent","matchbox twenty","https://charts-static.billboard.com/img/2000/04/matchbox-twenty-cm2-180x180.jpg","6","13","1"
"31","2000-07-29","It's Gonna Be Me","*NSYNC","https://charts-static.billboard.com/img/2000/04/n-sync-3cz-itsgonnabeme-f1t-180x180.jpg","4","13","1"
"32","2000-08-05","It's Gonna Be Me","*NSYNC","https://charts-static.billboard.com/img/2000/04/n-sync-3cz-itsgonnabeme-f1t-180x180.jpg","1","14","2"
"33","2000-08-12","Incomplete","Sisqo","https://www.billboard.com/wp-content/themes/vip/pmc-billboard-2021/assets/public/lazyload-fallback.gif","2","8","1"
"34","2000-08-19","Incomplete","Sisqo","https://www.billboard.com/wp-content/themes/vip/pmc-billboard-2021/assets/public/lazyload-fallback.gif","1","9","2"
"35","2000-08-26","Doesn't Really Matter","Janet","https://charts-static.billboard.com/img/2000/06/janet-jackson-9z4-106x106.jpg","5","11","1"
"36","2000-09-02","Doesn't Really Matter","Janet","https://charts-static.billboard.com/img/2000/06/janet-jackson-9z4-106x106.jpg","1","12","2"
"37","2000-09-09","Doesn't Really Matter","Janet","https://charts-static.billboard.com/img/2000/06/janet-jackson-9z4-106x106.jpg","1","13","3"
"38","2000-09-16","Music","Madonna","https://charts-static.billboard.com/img/1982/11/madonna-mcq-180x180.jpg","2","6","1"
"39","2000-09-23","Music","Madonna","https://charts-static.billboard.com/img/1982/11/madonna-mcq-180x180.jpg","1","7","2"
"40","2000-09-30","Music","Madonna","https://charts-static.billboard.com/img/1982/11/madonna-mcq-180x180.jpg","1","8","3"
"41","2000-10-07","Music","Madonna","https://charts-static.billboard.com/img/1982/11/madonna-mcq-180x180.jpg","1","9","4"
"42","2000-10-14","Come On Over Baby (All I Want Is You)","Christina Aguilera","https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg","11","11","1"
"43","2000-10-21","Come On Over Baby (All I Want Is You)","Christina Aguilera","https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg","1","12","2"
"44","2000-10-28","Come On Over Baby (All I Want Is You)","Christina Aguilera","https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg","1","13","3"
"45","2000-11-04","Come On Over Baby (All I Want Is You)","Christina Aguilera","https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg","1","14","4"
"46","2000-11-11","With Arms Wide Open","Creed","https://charts-static.billboard.com/img/2000/03/creed-l5w-witharmswideopen-zc1-180x180.jpg","3","27","1"
"47","2000-11-18","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","5","9","1"
"48","2000-11-25","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","10","2"
"49","2000-12-02","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","11","3"
"50","2000-12-09","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","12","4"
"51","2000-12-16","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","13","5"
"52","2000-12-23","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","14","6"
"53","2000-12-30","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","15","7"
"54","2001-01-06","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","16","8"
"55","2001-01-13","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","17","9"
"56","2001-01-20","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","18","10"
"57","2001-01-27","Independent Women Part I","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","19","11"
"58","2001-02-03","It Wasn't Me","Shaggy Feat. Ricardo ""RikRok"" Ducent","https://charts-static.billboard.com/img/1993/08/shaggy-59h-180x180.jpg","2","14","1"
"59","2001-02-10","It Wasn't Me","Shaggy Feat. Ricardo ""RikRok"" Ducent","https://charts-static.billboard.com/img/1993/08/shaggy-59h-180x180.jpg","1","15","2"
"60","2001-02-17","Ms. Jackson","OutKast","https://charts-static.billboard.com/img/1993/12/outkast-bcy-180x180.jpg","2","15","1"
"61","2001-02-24","Stutter","Joe Featuring Mystikal","https://charts-static.billboard.com/img/2000/12/joe-4t9-106x106.jpg","2","8","1"
"62","2001-03-03","Stutter","Joe Featuring Mystikal","https://charts-static.billboard.com/img/2000/12/joe-4t9-106x106.jpg","1","9","2"
"63","2001-03-10","Stutter","Joe Featuring Mystikal","https://charts-static.billboard.com/img/2000/12/joe-4t9-106x106.jpg","1","10","3"
"64","2001-03-17","Stutter","Joe Featuring Mystikal","https://charts-static.billboard.com/img/2000/12/joe-4t9-106x106.jpg","1","11","4"
"65","2001-03-24","Butterfly","Crazy Town","https://charts-static.billboard.com/img/2000/11/crazy-town-otj-butterfly-yp0-180x180.jpg","2","12","1"
"66","2001-03-31","Angel","Shaggy Featuring Rayvon","https://charts-static.billboard.com/img/2000/11/shaggy-59h-angel-3je-180x180.jpg","2","14","1"
"67","2001-04-07","Butterfly","Crazy Town","https://charts-static.billboard.com/img/2000/11/crazy-town-otj-butterfly-yp0-180x180.jpg","2","14","2"
"68","2001-04-14","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","2","5","1"
"69","2001-04-21","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","1","6","2"
"70","2001-04-28","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","1","7","3"
"71","2001-05-05","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","1","8","4"
"72","2001-05-12","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","1","9","5"
"73","2001-05-19","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","1","10","6"
"74","2001-05-26","All For You","Janet","https://charts-static.billboard.com/img/2001/03/janet-jackson-5rm-allforyou-tup-180x180.jpg","1","11","7"
"75","2001-06-02","Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk","https://charts-static.billboard.com/img/2001/04/christina-aguilera-l5y-ladymarmalade-i12-180x180.jpg","3","8","1"
"76","2001-06-09","Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk","https://charts-static.billboard.com/img/2001/04/christina-aguilera-l5y-ladymarmalade-i12-180x180.jpg","1","9","2"
"77","2001-06-16","Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk","https://charts-static.billboard.com/img/2001/04/christina-aguilera-l5y-ladymarmalade-i12-180x180.jpg","1","10","3"
"78","2001-06-23","Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk","https://charts-static.billboard.com/img/2001/04/christina-aguilera-l5y-ladymarmalade-i12-180x180.jpg","1","11","4"
"79","2001-06-30","Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk","https://charts-static.billboard.com/img/2001/04/christina-aguilera-l5y-ladymarmalade-i12-180x180.jpg","1","12","5"
"80","2001-07-07","U Remind Me","Usher","https://charts-static.billboard.com/img/2001/05/usher-ba7-uremindme-mkq-180x180.jpg","21","4","1"
"81","2001-07-14","U Remind Me","Usher","https://charts-static.billboard.com/img/2001/05/usher-ba7-uremindme-mkq-180x180.jpg","1","5","2"
"82","2001-07-21","U Remind Me","Usher","https://charts-static.billboard.com/img/2001/05/usher-ba7-uremindme-mkq-180x180.jpg","1","6","3"
"83","2001-07-28","U Remind Me","Usher","https://charts-static.billboard.com/img/2001/05/usher-ba7-uremindme-mkq-180x180.jpg","1","7","4"
"84","2001-08-04","Bootylicious","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","7","9","1"
"85","2001-08-11","Bootylicious","Destiny's Child","https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg","1","10","2"
"86","2001-08-18","Fallin'","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","7","10","1"
"87","2001-08-25","Fallin'","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","11","2"
"88","2001-09-01","Fallin'","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","12","3"
"89","2001-09-08","I'm Real","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","2","10","1"
"90","2001-09-15","I'm Real","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","11","2"
"91","2001-09-22","I'm Real","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","12","3"
"92","2001-09-29","Fallin'","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","2","16","4"
"93","2001-10-06","Fallin'","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","17","5"
"94","2001-10-13","Fallin'","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","18","6"
"95","2001-10-20","I'm Real","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","2","16","4"
"96","2001-10-27","I'm Real","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","17","5"
"97","2001-11-03","Family Affair","Mary J. Blige","https://charts-static.billboard.com/img/2001/07/mary-j-blige-607-familyaffair-w2g-180x180.jpg","3","15","1"
"98","2001-11-10","Family Affair","Mary J. Blige","https://charts-static.billboard.com/img/2001/07/mary-j-blige-607-familyaffair-w2g-180x180.jpg","1","16","2"
"99","2001-11-17","Family Affair","Mary J. Blige","https://charts-static.billboard.com/img/2001/07/mary-j-blige-607-familyaffair-w2g-180x180.jpg","1","17","3"
"100","2001-11-24","Family Affair","Mary J. Blige","https://charts-static.billboard.com/img/2001/07/mary-j-blige-607-familyaffair-w2g-180x180.jpg","1","18","4"
"101","2001-12-01","Family Affair","Mary J. Blige","https://charts-static.billboard.com/img/2001/07/mary-j-blige-607-familyaffair-w2g-180x180.jpg","1","19","5"
"102","2001-12-08","Family Affair","Mary J. Blige","https://charts-static.billboard.com/img/2001/07/mary-j-blige-607-familyaffair-w2g-180x180.jpg","1","20","6"
"103","2001-12-15","U Got It Bad","Usher","https://charts-static.billboard.com/img/2001/08/usher-ba7-ugotitbad-lqi-180x180.jpg","2","13","1"
"104","2001-12-22","How You Remind Me","Nickelback","https://charts-static.billboard.com/img/2001/07/nickelback-ecq-howyouremindme-6b9-180x180.jpg","3","16","1"
"105","2001-12-29","How You Remind Me","Nickelback","https://charts-static.billboard.com/img/2001/07/nickelback-ecq-howyouremindme-6b9-180x180.jpg","1","17","2"
"106","2002-01-05","How You Remind Me","Nickelback","https://charts-static.billboard.com/img/2001/07/nickelback-ecq-howyouremindme-6b9-180x180.jpg","1","18","3"
"107","2002-01-12","How You Remind Me","Nickelback","https://charts-static.billboard.com/img/2001/07/nickelback-ecq-howyouremindme-6b9-180x180.jpg","1","19","4"
"108","2002-01-19","U Got It Bad","Usher","https://charts-static.billboard.com/img/2001/08/usher-ba7-ugotitbad-lqi-180x180.jpg","2","18","2"
"109","2002-01-26","U Got It Bad","Usher","https://charts-static.billboard.com/img/2001/08/usher-ba7-ugotitbad-lqi-180x180.jpg","1","19","3"
"110","2002-02-02","U Got It Bad","Usher","https://charts-static.billboard.com/img/2001/08/usher-ba7-ugotitbad-lqi-180x180.jpg","1","20","4"
"111","2002-02-09","U Got It Bad","Usher","https://charts-static.billboard.com/img/2001/08/usher-ba7-ugotitbad-lqi-180x180.jpg","1","21","5"
"112","2002-02-16","U Got It Bad","Usher","https://charts-static.billboard.com/img/2001/08/usher-ba7-ugotitbad-lqi-180x180.jpg","1","22","6"
"113","2002-02-23","Always On Time","Ja Rule Featuring Ashanti","https://charts-static.billboard.com/img/2001/10/ja-rule-dzf-alwaysontime-io1-180x180.jpg","3","15","1"
"114","2002-03-02","Always On Time","Ja Rule Featuring Ashanti","https://charts-static.billboard.com/img/2001/10/ja-rule-dzf-alwaysontime-io1-180x180.jpg","1","16","2"
"115","2002-03-09","Ain't It Funny","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","3","11","1"
"116","2002-03-16","Ain't It Funny","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","12","2"
"117","2002-03-23","Ain't It Funny","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","13","3"
"118","2002-03-30","Ain't It Funny","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","14","4"
"119","2002-04-06","Ain't It Funny","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","15","5"
"120","2002-04-13","Ain't It Funny","Jennifer Lopez Featuring Ja Rule","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","16","6"
"121","2002-04-20","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","3","10","1"
"122","2002-04-27","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","11","2"
"123","2002-05-04","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","12","3"
"124","2002-05-11","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","13","4"
"125","2002-05-18","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","14","5"
"126","2002-05-25","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","15","6"
"127","2002-06-01","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","16","7"
"128","2002-06-08","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","17","8"
"129","2002-06-15","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","18","9"
"130","2002-06-22","Foolish","Ashanti","https://charts-static.billboard.com/img/2002/01/ashanti-4h4-foolish-z78-180x180.jpg","1","19","10"
"131","2002-06-29","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","2","9","1"
"132","2002-07-06","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","1","10","2"
"133","2002-07-13","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","1","11","3"
"134","2002-07-20","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","1","12","4"
"135","2002-07-27","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","1","13","5"
"136","2002-08-03","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","1","14","6"
"137","2002-08-10","Hot In Herre","Nelly","https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg","1","15","7"
"138","2002-08-17","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","2","6","1"
"139","2002-08-24","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","7","2"
"140","2002-08-31","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","8","3"
"141","2002-09-07","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","9","4"
"142","2002-09-14","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","10","5"
"143","2002-09-21","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","11","6"
"144","2002-09-28","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","12","7"
"145","2002-10-05","A Moment Like This","Kelly Clarkson","https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg","52","3","1"
"146","2002-10-12","A Moment Like This","Kelly Clarkson","https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg","1","4","2"
"147","2002-10-19","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","2","15","8"
"148","2002-10-26","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","16","9"
"149","2002-11-02","Dilemma","Nelly Featuring Kelly Rowland","https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg","1","17","10"
"150","2002-11-09","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","2","6","1"
"151","2002-11-16","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","7","2"
"152","2002-11-23","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","8","3"
"153","2002-11-30","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","9","4"
"154","2002-12-07","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","10","5"
"155","2002-12-14","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","11","6"
"156","2002-12-21","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","12","7"
"157","2002-12-28","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","13","8"
"158","2003-01-04","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","14","9"
"159","2003-01-11","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","15","10"
"160","2003-01-18","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","16","11"
"161","2003-01-25","Lose Yourself","Eminem","https://charts-static.billboard.com/img/2002/10/eminem-9fn-loseyourself-x0w-180x180.jpg","1","17","12"
"162","2003-02-01","Bump, Bump, Bump","B2K & P. Diddy","https://charts-static.billboard.com/img/2002/11/b2k-xq8-106x106.jpg","2","10","1"
"163","2003-02-08","All I Have","Jennifer Lopez Featuring LL Cool J","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","5","7","1"
"164","2003-02-15","All I Have","Jennifer Lopez Featuring LL Cool J","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","8","2"
"165","2003-02-22","All I Have","Jennifer Lopez Featuring LL Cool J","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","9","3"
"166","2003-03-01","All I Have","Jennifer Lopez Featuring LL Cool J","https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg","1","10","4"
"167","2003-03-08","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","2","9","1"
"168","2003-03-15","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","10","2"
"169","2003-03-22","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","11","3"
"170","2003-03-29","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","12","4"
"171","2003-04-05","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","13","5"
"172","2003-04-12","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","14","6"
"173","2003-04-19","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","15","7"
"174","2003-04-26","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","16","8"
"175","2003-05-03","In Da Club","50 Cent","https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg","1","17","9"
"176","2003-05-10","Get Busy","Sean Paul","https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg","2","12","1"
"177","2003-05-17","Get Busy","Sean Paul","https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg","1","13","2"
"178","2003-05-24","Get Busy","Sean Paul","https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg","1","14","3"
"179","2003-05-31","21 Questions","50 Cent Featuring Nate Dogg","https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg","2","11","1"
"180","2003-06-07","21 Questions","50 Cent Featuring Nate Dogg","https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg","1","12","2"
"181","2003-06-14","21 Questions","50 Cent Featuring Nate Dogg","https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg","1","13","3"
"182","2003-06-21","21 Questions","50 Cent Featuring Nate Dogg","https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg","1","14","4"
"183","2003-06-28","This Is The Night","Clay Aiken","https://charts-static.billboard.com/img/2003/06/clay-aiken-xl4-180x180.jpg","-","1",NA
